workerid,utteranceType,animalType,alterantive,animal,categoryID,QUD,setNum,featureSet,response
0,fig,alt,dog,panda,5,gen,4,ugly; small,0.62
8,lit,alt,turtle,turtle,10,gen,3,fast; strong,0.16
8,lit,orig,cheetah,cheetah,9,f2,3,slow; agile,0.56
8,lit,orig,cheetah,cheetah,9,f2,2,fast; clumsy,0.15
8,lit,orig,cheetah,cheetah,9,f2,4,slow; clumsy,0.1
8,lit,orig,cheetah,cheetah,9,f2,1,fast; agile,0.71
8,fig,alt,hippo,whale,2,f2,3,small; majestic,0.48
8,fig,alt,hippo,whale,2,f2,4,small; shabby,0.18
8,fig,alt,hippo,whale,2,f2,1,big; majestic,0.62
8,fig,alt,hippo,whale,2,f2,2,big; shabby,0.2
8,fig,alt,horse,giraffe,8,f2,2,tall; short,0.03
8,fig,alt,horse,giraffe,8,f2,1,tall; long,0.8
8,fig,alt,horse,giraffe,8,f2,3,petite; long,0.17
8,fig,alt,horse,giraffe,8,f2,4,petite; short,0.08
