workerid,questionType,trial_type,featureType,animalID,question,feature,animal,response
15,specific,multi_slider,expanded,1,industrious,fast,ant,0.08
15,specific,multi_slider,expanded,1,industrious,quiet,ant,0.71
15,specific,multi_slider,expanded,1,industrious,smart,ant,0.08
15,specific,multi_slider,expanded,1,industrious,sleek,ant,0.34
15,general,multi_slider,expanded,3,general,quiet,bird,0.11
15,general,multi_slider,expanded,3,general,sleek,bird,0.92
15,general,multi_slider,expanded,3,general,agile,bird,0.9
15,general,multi_slider,core,3,general,small,bird,0.45
15,general,multi_slider,core,3,general,fast,bird,0.71
15,general,multi_slider,expanded,3,general,industrious,bird,0.37
16,general,multi_slider,expanded,9,general,cute,cheetah,0.23
16,general,multi_slider,core,9,general,fast,cheetah,0.76
16,general,multi_slider,expanded,9,general,funny,cheetah,0.29
16,general,multi_slider,core,9,general,agile,cheetah,0.61
16,general,multi_slider,expanded,9,general,quiet,cheetah,0.36
16,general,multi_slider,expanded,9,general,small,cheetah,0.52
16,general,multi_slider,expanded,9,general,playful,cheetah,0.26
16,general,multi_slider,expanded,9,general,friendly,cheetah,0.4
16,general,multi_slider,expanded,9,general,lazy,cheetah,0.29
16,general,multi_slider,expanded,9,general,industrious,cheetah,0.4
16,general,multi_slider,expanded,9,general,loyal,cheetah,0.51
16,general,multi_slider,expanded,9,general,sleek,cheetah,0.49
16,general,multi_slider,expanded,9,general,dumb,cheetah,0.17
16,general,multi_slider,expanded,9,general,smart,cheetah,0.61
16,general,multi_slider,expanded,11,general,hard,lion,0.37
16,general,multi_slider,expanded,11,general,majestic,lion,0.48
16,general,multi_slider,core,11,general,strong,lion,0.41
16,general,multi_slider,expanded,11,general,proud,lion,0.52
16,general,multi_slider,core,11,general,fierce,lion,0.5
16,general,multi_slider,expanded,11,general,big,lion,0.5
16,general,multi_slider,expanded,11,general,hairy,lion,0.18
16,general,multi_slider,expanded,11,general,striped,lion,0.02
16,general,multi_slider,expanded,11,general,fast,lion,0.44
16,specific,multi_slider,expanded,5,cute,majestic,panda,0.4
16,specific,multi_slider,expanded,5,cute,playful,panda,0.5
16,specific,multi_slider,expanded,5,cute,lazy,panda,0.65
16,specific,multi_slider,expanded,5,cute,loyal,panda,0.31
16,specific,multi_slider,core,5,cute,big,panda,0.57
16,specific,multi_slider,expanded,5,cute,friendly,panda,0.43
16,specific,multi_slider,core,5,cute,cute,panda,0.39
16,specific,multi_slider,expanded,5,cute,hard,panda,0.45
16,general,multi_slider,core,3,general,fast,bird,0.17
16,general,multi_slider,core,3,general,small,bird,0.85
16,general,multi_slider,expanded,3,general,sleek,bird,0.37
16,general,multi_slider,expanded,3,general,quiet,bird,0.58
16,general,multi_slider,expanded,3,general,agile,bird,0.45
16,general,multi_slider,expanded,3,general,industrious,bird,0.38
16,general,multi_slider,expanded,8,general,slithery,giraffe,0.23
16,general,multi_slider,core,8,general,tall,giraffe,0.94
16,general,multi_slider,expanded,8,general,strong,giraffe,0.32
16,general,multi_slider,expanded,8,general,fast,giraffe,0.28
16,general,multi_slider,core,8,general,long,giraffe,0.72
16,specific,multi_slider,core,6,funny,funny,monkey,0.69
16,specific,multi_slider,expanded,6,funny,playful,monkey,0.58
16,specific,multi_slider,expanded,6,funny,dumb,monkey,0.34
16,specific,multi_slider,expanded,6,funny,lazy,monkey,0.1
16,specific,multi_slider,expanded,6,funny,cute,monkey,0.51
16,specific,multi_slider,expanded,6,funny,fast,monkey,0.37
16,specific,multi_slider,expanded,6,funny,friendly,monkey,0.63
16,specific,multi_slider,expanded,6,funny,happy,monkey,0.42
16,specific,multi_slider,expanded,6,funny,small,monkey,0.46
16,specific,multi_slider,core,6,funny,smart,monkey,0.62
16,specific,multi_slider,expanded,6,funny,sleek,monkey,0.47
16,specific,multi_slider,expanded,6,funny,loud,monkey,0.31
16,specific,multi_slider,expanded,6,funny,agile,monkey,0.47
16,specific,multi_slider,expanded,6,funny,industrious,monkey,0.46
16,specific,multi_slider,expanded,6,funny,loyal,monkey,0.41
16,specific,multi_slider,expanded,6,funny,busy,monkey,0.44
16,specific,multi_slider,expanded,6,funny,quiet,monkey,0.28
17,specific,multi_slider,core,11,strong,fierce,lion,0.99
17,specific,multi_slider,expanded,11,strong,fast,lion,0.75
17,specific,multi_slider,core,11,strong,strong,lion,0.99
17,specific,multi_slider,expanded,11,strong,proud,lion,0.99
17,specific,multi_slider,expanded,11,strong,big,lion,0.76
17,specific,multi_slider,expanded,11,strong,hairy,lion,0.85
17,specific,multi_slider,expanded,11,strong,hard,lion,0.92
17,specific,multi_slider,expanded,11,strong,majestic,lion,0.99
17,specific,multi_slider,expanded,11,strong,striped,lion,0
17,specific,multi_slider,expanded,6,smart,industrious,monkey,0.01
17,specific,multi_slider,expanded,6,smart,loud,monkey,0.72
17,specific,multi_slider,expanded,6,smart,fast,monkey,0.79
17,specific,multi_slider,expanded,6,smart,agile,monkey,1
17,specific,multi_slider,core,6,smart,funny,monkey,0.78
17,specific,multi_slider,expanded,6,smart,friendly,monkey,0.86
17,specific,multi_slider,expanded,6,smart,cute,monkey,0.62
17,specific,multi_slider,expanded,6,smart,small,monkey,0.5
17,specific,multi_slider,expanded,6,smart,busy,monkey,0.66
17,specific,multi_slider,expanded,6,smart,playful,monkey,1
17,specific,multi_slider,expanded,6,smart,loyal,monkey,0.5
17,specific,multi_slider,expanded,6,smart,sleek,monkey,0.5
17,specific,multi_slider,expanded,6,smart,happy,monkey,1
17,specific,multi_slider,expanded,6,smart,lazy,monkey,0.01
17,specific,multi_slider,core,6,smart,smart,monkey,0.11
17,specific,multi_slider,expanded,6,smart,quiet,monkey,0
17,specific,multi_slider,expanded,6,smart,dumb,monkey,0.89
17,general,multi_slider,expanded,8,general,fast,giraffe,0.76
17,general,multi_slider,core,8,general,long,giraffe,0.81
17,general,multi_slider,expanded,8,general,slithery,giraffe,0
17,general,multi_slider,core,8,general,tall,giraffe,0.98
17,general,multi_slider,expanded,8,general,strong,giraffe,0.83
17,general,multi_slider,expanded,2,general,slow,whale,0.49
17,general,multi_slider,expanded,2,general,fast,whale,0.49
17,general,multi_slider,core,2,general,big,whale,1
17,general,multi_slider,core,2,general,majestic,whale,0.83
17,general,multi_slider,expanded,2,general,lazy,whale,0.5
17,general,multi_slider,expanded,2,general,cute,whale,0.51
17,general,multi_slider,expanded,2,general,playful,whale,0.64
17,general,multi_slider,expanded,2,general,friendly,whale,0.86
17,general,multi_slider,expanded,2,general,fierce,whale,0.5
17,general,multi_slider,expanded,2,general,hard,whale,0.1
17,general,multi_slider,expanded,2,general,loyal,whale,0.51
17,general,multi_slider,expanded,2,general,proud,whale,0.5
17,general,multi_slider,expanded,2,general,strong,whale,0.89
17,general,multi_slider,expanded,3,general,agile,bird,0.98
17,general,multi_slider,expanded,3,general,industrious,bird,0.98
17,general,multi_slider,core,3,general,small,bird,0.84
17,general,multi_slider,expanded,3,general,sleek,bird,0.84
17,general,multi_slider,core,3,general,fast,bird,0.77
17,general,multi_slider,expanded,3,general,quiet,bird,0.5
17,specific,multi_slider,expanded,1,industrious,busy,ant,0.98
17,specific,multi_slider,core,1,industrious,small,ant,0.67
17,specific,multi_slider,expanded,1,industrious,smart,ant,0.81
17,specific,multi_slider,core,1,industrious,industrious,ant,0.99
17,specific,multi_slider,expanded,1,industrious,quiet,ant,0.99
17,specific,multi_slider,expanded,1,industrious,sleek,ant,0.75
17,specific,multi_slider,expanded,1,industrious,fast,ant,0.89
17,specific,multi_slider,expanded,1,industrious,funny,ant,0.5
17,specific,multi_slider,expanded,1,industrious,agile,ant,0.92
18,specific,multi_slider,core,8,long,long,giraffe,1
18,specific,multi_slider,expanded,8,long,fast,giraffe,0.44
18,specific,multi_slider,expanded,8,long,strong,giraffe,0.42
18,specific,multi_slider,expanded,8,long,slithery,giraffe,0
18,specific,multi_slider,core,8,long,tall,giraffe,1
18,specific,multi_slider,core,11,strong,fierce,lion,0
18,specific,multi_slider,expanded,11,strong,majestic,lion,1
18,specific,multi_slider,expanded,11,strong,hairy,lion,0
18,specific,multi_slider,expanded,11,strong,fast,lion,0.51
18,specific,multi_slider,expanded,11,strong,proud,lion,0
18,specific,multi_slider,expanded,11,strong,striped,lion,0.5
18,specific,multi_slider,core,11,strong,strong,lion,0.45
18,specific,multi_slider,expanded,11,strong,big,lion,1
18,specific,multi_slider,expanded,11,strong,hard,lion,0
18,general,multi_slider,expanded,1,general,sleek,ant,0
18,general,multi_slider,expanded,1,general,smart,ant,1
18,general,multi_slider,expanded,1,general,agile,ant,0.14
18,general,multi_slider,expanded,1,general,funny,ant,0
18,general,multi_slider,expanded,1,general,fast,ant,0.54
18,general,multi_slider,core,1,general,industrious,ant,1
18,general,multi_slider,expanded,1,general,quiet,ant,1
18,general,multi_slider,expanded,1,general,busy,ant,1
18,general,multi_slider,core,1,general,small,ant,1
18,general,multi_slider,core,9,general,agile,cheetah,1
18,general,multi_slider,expanded,9,general,friendly,cheetah,0
18,general,multi_slider,expanded,9,general,loyal,cheetah,0
18,general,multi_slider,expanded,9,general,sleek,cheetah,1
18,general,multi_slider,expanded,9,general,lazy,cheetah,0
18,general,multi_slider,expanded,9,general,smart,cheetah,1
18,general,multi_slider,expanded,9,general,playful,cheetah,0
18,general,multi_slider,expanded,9,general,dumb,cheetah,0
18,general,multi_slider,core,9,general,fast,cheetah,1
18,general,multi_slider,expanded,9,general,industrious,cheetah,1
18,general,multi_slider,expanded,9,general,funny,cheetah,0
18,general,multi_slider,expanded,9,general,quiet,cheetah,0
18,general,multi_slider,expanded,9,general,cute,cheetah,0
18,general,multi_slider,expanded,9,general,small,cheetah,0.2
18,general,multi_slider,expanded,2,general,loyal,whale,0
18,general,multi_slider,core,2,general,big,whale,1
18,general,multi_slider,expanded,2,general,strong,whale,1
18,general,multi_slider,expanded,2,general,fierce,whale,1
18,general,multi_slider,expanded,2,general,playful,whale,0
18,general,multi_slider,expanded,2,general,lazy,whale,0
18,general,multi_slider,expanded,2,general,friendly,whale,0
18,general,multi_slider,expanded,2,general,proud,whale,0
18,general,multi_slider,expanded,2,general,cute,whale,0
18,general,multi_slider,core,2,general,majestic,whale,1
18,general,multi_slider,expanded,2,general,fast,whale,0
18,general,multi_slider,expanded,2,general,slow,whale,1
18,general,multi_slider,expanded,2,general,hard,whale,0
18,specific,multi_slider,expanded,7,funny,friendly,penguin,0.44
18,specific,multi_slider,expanded,7,funny,smart,penguin,0.46
18,specific,multi_slider,expanded,7,funny,lazy,penguin,0.8
18,specific,multi_slider,core,7,funny,cute,penguin,1
18,specific,multi_slider,expanded,7,funny,loud,penguin,0
18,specific,multi_slider,core,7,funny,funny,penguin,1
18,specific,multi_slider,expanded,7,funny,loyal,penguin,0
18,specific,multi_slider,expanded,7,funny,playful,penguin,1
19,general,multi_slider,expanded,9,general,loyal,cheetah,0.35
19,general,multi_slider,expanded,9,general,cute,cheetah,0.72
19,general,multi_slider,core,9,general,agile,cheetah,0.98
19,general,multi_slider,core,9,general,fast,cheetah,1
19,general,multi_slider,expanded,9,general,quiet,cheetah,0.57
19,general,multi_slider,expanded,9,general,industrious,cheetah,0.49
19,general,multi_slider,expanded,9,general,funny,cheetah,0.48
19,general,multi_slider,expanded,9,general,dumb,cheetah,0.37
19,general,multi_slider,expanded,9,general,sleek,cheetah,0.81
19,general,multi_slider,expanded,9,general,smart,cheetah,0.55
19,general,multi_slider,expanded,9,general,friendly,cheetah,0.49
19,general,multi_slider,expanded,9,general,small,cheetah,0.42
19,general,multi_slider,expanded,9,general,playful,cheetah,0.53
19,general,multi_slider,expanded,9,general,lazy,cheetah,0.1
19,specific,multi_slider,expanded,1,small,sleek,ant,0.6
19,specific,multi_slider,core,1,small,small,ant,0.99
19,specific,multi_slider,expanded,1,small,fast,ant,0.49
19,specific,multi_slider,expanded,1,small,funny,ant,0.49
19,specific,multi_slider,expanded,1,small,agile,ant,0.51
19,specific,multi_slider,expanded,1,small,smart,ant,0.5
19,specific,multi_slider,core,1,small,industrious,ant,0.67
19,specific,multi_slider,expanded,1,small,quiet,ant,0.67
19,specific,multi_slider,expanded,1,small,busy,ant,0.61
19,general,multi_slider,expanded,3,general,sleek,bird,0.69
19,general,multi_slider,expanded,3,general,quiet,bird,0.61
19,general,multi_slider,expanded,3,general,agile,bird,0.74
19,general,multi_slider,core,3,general,small,bird,0.67
19,general,multi_slider,expanded,3,general,industrious,bird,0.68
19,general,multi_slider,core,3,general,fast,bird,0.68
19,specific,multi_slider,expanded,7,cute,loud,penguin,0.31
19,specific,multi_slider,expanded,7,cute,loyal,penguin,0.73
19,specific,multi_slider,core,7,cute,cute,penguin,0.86
19,specific,multi_slider,expanded,7,cute,playful,penguin,0.83
19,specific,multi_slider,expanded,7,cute,smart,penguin,0.5
19,specific,multi_slider,expanded,7,cute,friendly,penguin,0.74
19,specific,multi_slider,expanded,7,cute,lazy,penguin,0.42
19,specific,multi_slider,core,7,cute,funny,penguin,0.69
19,general,multi_slider,expanded,4,general,hairy,elephant,0.53
19,general,multi_slider,expanded,4,general,majestic,elephant,0.53
19,general,multi_slider,core,4,general,big,elephant,0.99
19,general,multi_slider,expanded,4,general,fast,elephant,0.18
19,general,multi_slider,expanded,4,general,friendly,elephant,0.68
19,general,multi_slider,expanded,4,general,fierce,elephant,0.14
19,general,multi_slider,expanded,4,general,strong,elephant,0.77
19,general,multi_slider,expanded,4,general,cute,elephant,0.51
19,general,multi_slider,expanded,4,general,playful,elephant,0.44
19,general,multi_slider,expanded,4,general,proud,elephant,0.51
19,general,multi_slider,expanded,4,general,slow,elephant,0.84
19,general,multi_slider,expanded,4,general,lazy,elephant,0.47
19,general,multi_slider,expanded,4,general,loyal,elephant,0.6
19,general,multi_slider,core,4,general,hard,elephant,0.52
19,general,multi_slider,expanded,4,general,striped,elephant,0.01
19,specific,multi_slider,expanded,2,big,loyal,whale,0.52
19,specific,multi_slider,expanded,2,big,slow,whale,0.83
19,specific,multi_slider,expanded,2,big,playful,whale,0.32
19,specific,multi_slider,expanded,2,big,cute,whale,0.51
19,specific,multi_slider,expanded,2,big,fierce,whale,0.4
19,specific,multi_slider,expanded,2,big,strong,whale,0.63
19,specific,multi_slider,expanded,2,big,friendly,whale,0.51
19,specific,multi_slider,expanded,2,big,fast,whale,0.11
19,specific,multi_slider,expanded,2,big,lazy,whale,0.51
19,specific,multi_slider,expanded,2,big,proud,whale,0.51
19,specific,multi_slider,core,2,big,big,whale,0.98
19,specific,multi_slider,core,2,big,majestic,whale,0.56
19,specific,multi_slider,expanded,2,big,hard,whale,0.46
20,general,multi_slider,expanded,11,general,hairy,lion,0.69
20,general,multi_slider,expanded,11,general,big,lion,0.78
20,general,multi_slider,core,11,general,fierce,lion,0.93
20,general,multi_slider,core,11,general,strong,lion,0.72
20,general,multi_slider,expanded,11,general,hard,lion,0.62
20,general,multi_slider,expanded,11,general,proud,lion,0.86
20,general,multi_slider,expanded,11,general,striped,lion,0
20,general,multi_slider,expanded,11,general,fast,lion,0.67
20,general,multi_slider,expanded,11,general,majestic,lion,0.83
20,general,multi_slider,expanded,12,general,playful,rabbit,0.34
20,general,multi_slider,core,12,general,cute,rabbit,0.54
20,general,multi_slider,expanded,12,general,friendly,rabbit,0.43
20,general,multi_slider,core,12,general,fast,rabbit,0.95
20,general,multi_slider,expanded,12,general,loyal,rabbit,0.41
20,general,multi_slider,expanded,12,general,lazy,rabbit,0.07
20,general,multi_slider,expanded,12,general,agile,rabbit,0.9
20,general,multi_slider,expanded,12,general,sleek,rabbit,0.53
20,general,multi_slider,expanded,1,general,funny,ant,0
20,general,multi_slider,expanded,1,general,quiet,ant,0.56
20,general,multi_slider,expanded,1,general,agile,ant,0.15
20,general,multi_slider,core,1,general,small,ant,0.96
20,general,multi_slider,expanded,1,general,fast,ant,0.33
20,general,multi_slider,expanded,1,general,busy,ant,0.64
20,general,multi_slider,expanded,1,general,smart,ant,0.46
20,general,multi_slider,expanded,1,general,sleek,ant,0.3
20,general,multi_slider,core,1,general,industrious,ant,0.79
20,specific,multi_slider,core,8,tall,long,giraffe,0.55
20,specific,multi_slider,expanded,8,tall,strong,giraffe,0.19
20,specific,multi_slider,core,8,tall,tall,giraffe,0.82
20,specific,multi_slider,expanded,8,tall,slithery,giraffe,0.53
20,specific,multi_slider,expanded,8,tall,fast,giraffe,0.36
20,specific,multi_slider,core,2,majestic,big,whale,0.9
20,specific,multi_slider,core,2,majestic,majestic,whale,0.05
20,specific,multi_slider,expanded,2,majestic,slow,whale,0.55
20,specific,multi_slider,expanded,2,majestic,friendly,whale,0.34
20,specific,multi_slider,expanded,2,majestic,playful,whale,0.24
20,specific,multi_slider,expanded,2,majestic,fierce,whale,0.17
20,specific,multi_slider,expanded,2,majestic,loyal,whale,0.15
20,specific,multi_slider,expanded,2,majestic,hard,whale,0.1
20,specific,multi_slider,expanded,2,majestic,lazy,whale,0.32
20,specific,multi_slider,expanded,2,majestic,cute,whale,0.17
20,specific,multi_slider,expanded,2,majestic,strong,whale,0.27
20,specific,multi_slider,expanded,2,majestic,proud,whale,0.34
20,specific,multi_slider,expanded,2,majestic,fast,whale,0.15
20,specific,multi_slider,expanded,7,cute,loud,penguin,0.39
20,specific,multi_slider,expanded,7,cute,playful,penguin,0.3
20,specific,multi_slider,core,7,cute,funny,penguin,0.65
20,specific,multi_slider,expanded,7,cute,smart,penguin,0.26
20,specific,multi_slider,expanded,7,cute,loyal,penguin,0.33
20,specific,multi_slider,core,7,cute,cute,penguin,0.44
20,specific,multi_slider,expanded,7,cute,friendly,penguin,0.5
20,specific,multi_slider,expanded,7,cute,lazy,penguin,0.39
21,general,multi_slider,core,3,general,fast,bird,0.66
21,general,multi_slider,core,3,general,small,bird,0.88
21,general,multi_slider,expanded,3,general,agile,bird,0.68
21,general,multi_slider,expanded,3,general,quiet,bird,0.26
21,general,multi_slider,expanded,3,general,sleek,bird,0.44
21,general,multi_slider,expanded,3,general,industrious,bird,0.68
21,general,multi_slider,core,11,general,fierce,lion,0.91
21,general,multi_slider,expanded,11,general,striped,lion,0.37
21,general,multi_slider,expanded,11,general,majestic,lion,0.87
21,general,multi_slider,expanded,11,general,proud,lion,0.79
21,general,multi_slider,core,11,general,strong,lion,0.84
21,general,multi_slider,expanded,11,general,hard,lion,0.79
21,general,multi_slider,expanded,11,general,hairy,lion,0.5
21,general,multi_slider,expanded,11,general,fast,lion,0.68
21,general,multi_slider,expanded,11,general,big,lion,0.79
21,specific,multi_slider,core,10,slow,slow,turtle,0.92
21,specific,multi_slider,expanded,10,slow,hairy,turtle,0.06
21,specific,multi_slider,expanded,10,slow,majestic,turtle,0.44
21,specific,multi_slider,expanded,10,slow,fast,turtle,0.11
21,specific,multi_slider,core,10,slow,strong,turtle,0.33
21,specific,multi_slider,expanded,10,slow,hard,turtle,0.36
21,specific,multi_slider,expanded,10,slow,lazy,turtle,0.65
21,specific,multi_slider,expanded,10,slow,big,turtle,0.5
21,specific,multi_slider,expanded,7,cute,loyal,penguin,0.51
21,specific,multi_slider,expanded,7,cute,smart,penguin,0.77
21,specific,multi_slider,expanded,7,cute,friendly,penguin,0.71
21,specific,multi_slider,expanded,7,cute,playful,penguin,0.83
21,specific,multi_slider,core,7,cute,funny,penguin,0.76
21,specific,multi_slider,expanded,7,cute,loud,penguin,0.43
21,specific,multi_slider,expanded,7,cute,lazy,penguin,0.29
21,specific,multi_slider,core,7,cute,cute,penguin,0.82
21,specific,multi_slider,expanded,9,fast,industrious,cheetah,0.54
21,specific,multi_slider,expanded,9,fast,friendly,cheetah,0.36
21,specific,multi_slider,expanded,9,fast,lazy,cheetah,0.32
21,specific,multi_slider,expanded,9,fast,playful,cheetah,0.49
21,specific,multi_slider,expanded,9,fast,funny,cheetah,0.41
21,specific,multi_slider,expanded,9,fast,loyal,cheetah,0.41
21,specific,multi_slider,expanded,9,fast,sleek,cheetah,0.89
21,specific,multi_slider,expanded,9,fast,quiet,cheetah,0.44
21,specific,multi_slider,expanded,9,fast,cute,cheetah,0.54
21,specific,multi_slider,core,9,fast,agile,cheetah,0.88
21,specific,multi_slider,core,9,fast,fast,cheetah,0.95
21,specific,multi_slider,expanded,9,fast,small,cheetah,0.36
21,specific,multi_slider,expanded,9,fast,smart,cheetah,0.66
21,specific,multi_slider,expanded,9,fast,dumb,cheetah,0.41
21,general,multi_slider,expanded,5,general,majestic,panda,0.37
21,general,multi_slider,expanded,5,general,lazy,panda,0.7
21,general,multi_slider,core,5,general,big,panda,0.83
21,general,multi_slider,core,5,general,cute,panda,0.76
21,general,multi_slider,expanded,5,general,friendly,panda,0.84
21,general,multi_slider,expanded,5,general,loyal,panda,0.53
21,general,multi_slider,expanded,5,general,playful,panda,0.9
21,general,multi_slider,expanded,5,general,hard,panda,0.53
22,specific,multi_slider,core,6,smart,smart,monkey,0.11
22,specific,multi_slider,expanded,6,smart,dumb,monkey,0.88
22,specific,multi_slider,expanded,6,smart,friendly,monkey,0.53
22,specific,multi_slider,expanded,6,smart,agile,monkey,0.24
22,specific,multi_slider,expanded,6,smart,quiet,monkey,0.15
22,specific,multi_slider,expanded,6,smart,loud,monkey,0.77
22,specific,multi_slider,expanded,6,smart,happy,monkey,0.27
22,specific,multi_slider,expanded,6,smart,industrious,monkey,0.5
22,specific,multi_slider,expanded,6,smart,busy,monkey,0.28
22,specific,multi_slider,expanded,6,smart,fast,monkey,0.46
22,specific,multi_slider,expanded,6,smart,lazy,monkey,0.22
22,specific,multi_slider,expanded,6,smart,small,monkey,0.52
22,specific,multi_slider,expanded,6,smart,loyal,monkey,0.22
22,specific,multi_slider,expanded,6,smart,cute,monkey,0.18
22,specific,multi_slider,expanded,6,smart,sleek,monkey,0.17
22,specific,multi_slider,expanded,6,smart,playful,monkey,0.62
22,specific,multi_slider,core,6,smart,funny,monkey,0.18
22,general,multi_slider,expanded,7,general,loyal,penguin,0.13
22,general,multi_slider,core,7,general,cute,penguin,0.09
22,general,multi_slider,expanded,7,general,lazy,penguin,0.67
22,general,multi_slider,expanded,7,general,smart,penguin,0.14
22,general,multi_slider,expanded,7,general,friendly,penguin,0.33
22,general,multi_slider,expanded,7,general,loud,penguin,0.11
22,general,multi_slider,core,7,general,funny,penguin,0.69
22,general,multi_slider,expanded,7,general,playful,penguin,0.42
22,general,multi_slider,expanded,2,general,proud,whale,0.12
22,general,multi_slider,expanded,2,general,slow,whale,0.78
22,general,multi_slider,expanded,2,general,loyal,whale,0.18
22,general,multi_slider,expanded,2,general,friendly,whale,0.17
22,general,multi_slider,core,2,general,big,whale,0.8
22,general,multi_slider,core,2,general,majestic,whale,0.17
22,general,multi_slider,expanded,2,general,hard,whale,0.13
22,general,multi_slider,expanded,2,general,fast,whale,0.12
22,general,multi_slider,expanded,2,general,lazy,whale,0.57
22,general,multi_slider,expanded,2,general,strong,whale,0.15
22,general,multi_slider,expanded,2,general,playful,whale,0.16
22,general,multi_slider,expanded,2,general,cute,whale,0.3
22,general,multi_slider,expanded,2,general,fierce,whale,0.21
22,specific,multi_slider,expanded,12,cute,playful,rabbit,0.64
22,specific,multi_slider,expanded,12,cute,agile,rabbit,0.65
22,specific,multi_slider,expanded,12,cute,friendly,rabbit,0.36
22,specific,multi_slider,core,12,cute,fast,rabbit,0.63
22,specific,multi_slider,core,12,cute,cute,rabbit,0.43
22,specific,multi_slider,expanded,12,cute,sleek,rabbit,0.07
22,specific,multi_slider,expanded,12,cute,loyal,rabbit,0.08
22,specific,multi_slider,expanded,12,cute,lazy,rabbit,0.12
22,general,multi_slider,expanded,1,general,agile,ant,0.27
22,general,multi_slider,expanded,1,general,fast,ant,0.16
22,general,multi_slider,expanded,1,general,sleek,ant,0.16
22,general,multi_slider,core,1,general,small,ant,0.79
22,general,multi_slider,expanded,1,general,busy,ant,0.15
22,general,multi_slider,expanded,1,general,quiet,ant,0.15
22,general,multi_slider,core,1,general,industrious,ant,0.51
22,general,multi_slider,expanded,1,general,smart,ant,0.17
22,general,multi_slider,expanded,1,general,funny,ant,0.12
22,specific,multi_slider,expanded,4,big,hairy,elephant,0.21
22,specific,multi_slider,expanded,4,big,cute,elephant,0.2
22,specific,multi_slider,expanded,4,big,lazy,elephant,0.61
22,specific,multi_slider,expanded,4,big,proud,elephant,0.15
22,specific,multi_slider,core,4,big,big,elephant,0.73
22,specific,multi_slider,expanded,4,big,playful,elephant,0.11
22,specific,multi_slider,expanded,4,big,majestic,elephant,0.11
22,specific,multi_slider,expanded,4,big,fast,elephant,0.12
22,specific,multi_slider,expanded,4,big,loyal,elephant,0.12
22,specific,multi_slider,expanded,4,big,fierce,elephant,0.56
22,specific,multi_slider,expanded,4,big,friendly,elephant,0.16
22,specific,multi_slider,core,4,big,hard,elephant,0.16
22,specific,multi_slider,expanded,4,big,strong,elephant,0.16
22,specific,multi_slider,expanded,4,big,slow,elephant,0.56
22,specific,multi_slider,expanded,4,big,striped,elephant,0
23,general,multi_slider,expanded,7,general,loyal,penguin,0.29
23,general,multi_slider,core,7,general,cute,penguin,0.44
23,general,multi_slider,expanded,7,general,playful,penguin,0.53
23,general,multi_slider,expanded,7,general,smart,penguin,0.34
23,general,multi_slider,expanded,7,general,lazy,penguin,0.6
23,general,multi_slider,core,7,general,funny,penguin,0.47
23,general,multi_slider,expanded,7,general,friendly,penguin,0.62
23,general,multi_slider,expanded,7,general,loud,penguin,0.23
23,general,multi_slider,expanded,6,general,small,monkey,0.41
23,general,multi_slider,expanded,6,general,happy,monkey,0.38
23,general,multi_slider,expanded,6,general,loyal,monkey,0.44
23,general,multi_slider,expanded,6,general,dumb,monkey,0.63
23,general,multi_slider,expanded,6,general,industrious,monkey,0.63
23,general,multi_slider,expanded,6,general,agile,monkey,0.49
23,general,multi_slider,expanded,6,general,loud,monkey,0.51
23,general,multi_slider,expanded,6,general,cute,monkey,0.29
23,general,multi_slider,expanded,6,general,busy,monkey,0.42
23,general,multi_slider,expanded,6,general,fast,monkey,0.6
23,general,multi_slider,core,6,general,funny,monkey,0.61
23,general,multi_slider,expanded,6,general,playful,monkey,0.54
23,general,multi_slider,expanded,6,general,lazy,monkey,0.69
23,general,multi_slider,expanded,6,general,quiet,monkey,0.16
23,general,multi_slider,expanded,6,general,friendly,monkey,0.36
23,general,multi_slider,core,6,general,smart,monkey,0.74
23,general,multi_slider,expanded,6,general,sleek,monkey,0.2
23,specific,multi_slider,expanded,3,fast,sleek,bird,0.77
23,specific,multi_slider,core,3,fast,small,bird,0.14
23,specific,multi_slider,expanded,3,fast,quiet,bird,0.38
23,specific,multi_slider,expanded,3,fast,industrious,bird,0.58
23,specific,multi_slider,expanded,3,fast,agile,bird,0.69
23,specific,multi_slider,core,3,fast,fast,bird,0.67
23,specific,multi_slider,expanded,8,tall,strong,giraffe,0.69
23,specific,multi_slider,expanded,8,tall,slithery,giraffe,0.02
23,specific,multi_slider,core,8,tall,long,giraffe,0.8
23,specific,multi_slider,expanded,8,tall,fast,giraffe,0.33
23,specific,multi_slider,core,8,tall,tall,giraffe,0.87
23,general,multi_slider,expanded,5,general,playful,panda,0.43
23,general,multi_slider,expanded,5,general,majestic,panda,0.37
23,general,multi_slider,expanded,5,general,loyal,panda,0.4
23,general,multi_slider,core,5,general,big,panda,0.88
23,general,multi_slider,expanded,5,general,lazy,panda,0.3
23,general,multi_slider,core,5,general,cute,panda,0.62
23,general,multi_slider,expanded,5,general,friendly,panda,0.31
23,general,multi_slider,expanded,5,general,hard,panda,0.05
23,specific,multi_slider,expanded,1,industrious,smart,ant,0.38
23,specific,multi_slider,expanded,1,industrious,busy,ant,0.94
23,specific,multi_slider,expanded,1,industrious,fast,ant,0.58
23,specific,multi_slider,expanded,1,industrious,quiet,ant,0.97
23,specific,multi_slider,expanded,1,industrious,sleek,ant,0.6
23,specific,multi_slider,expanded,1,industrious,agile,ant,0.26
