workerid	Answer.gender	Answer.age	Answer.income	Answer.categoryIDs	Answer.orders	Answer.speakers	Answer.animals	Answer.f1s	Answer.f2s	Answer.f3s	Answer.conditions	Answer.f1probs	Answer.f2probs	Answer.f3probs
A370MPTHYDCDKX	F	35	4	9,22,28,1,11,10,21,24,17,31,23,5,8,16,6,29,12,26,13,30,15,20,18,2,19,25,4,14,32,7,3,27	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	Robert,Albert,Harry,Calvin,Luke,Jake,Owen,Gary,Winston,Nathan,Matt,Zach,Alex,Patrick,Eric,Ethan,Kenneth,Victor,Frank,George,Jeff,Barry,Steve,Fred,Bob,Henry,Ivan,Daniel,Charles,Tom,Quinn,David	dog,owl,sheep,ant,duck,dolphin,monkey,penguin,goose,wolf,ox,bird,cow,goat,buffalo,tiger,elephant,rabbit,fish,whale,frog,lion,horse,bat,kangaroo,pig,bee,fox,zebra,cat,bear,shark	loyal,wise,wooly,small,loud,smart,funny,cold,loud,scary,strong,small,fat,funny,big,striped,huge,fast,scaly,large,slimy,scary,fast,scary,jumpy,dirty,busy,sly,striped,independent,scary,scary	friendly,quiet,fluffy,strong,cute,friendly,smart,cute,mean,mean,big,graceful,lazy,hungry,strong,fierce,smart,furry,wet,graceful,noisy,strong,strong,blind,bouncy,fat,small,smart,exotic,lazy,big,mean	happy,nocturnal,dumb,busy,quacking,playful,playful,funny,annoying,angry,slow,free,dumb,loud,wild,scary,heavy,cute,smelly,majestic,jumpy,ferocious,beautiful,nocturnal,cute,smelly,angry,cunning,fast,soft,fierce,dangerous	4,1,1,3,3,3,4,4,4,1,4,2,1,2,1,1,2,4,3,4,2,3,3,3,2,2,4,2,1,1,3,2	0.775,0.65,0.7,0.725,0.75,0.625,0.675,0.3,0.425,0.4,0.675,0.35,0.425,0.4,0.7,0.7,0.7,0.625,0.35,0.625,0.675,0.7,0.725,0.725,0.65,0.7,0.65,0.7,0.4,0.75,0.775,0.7	0.7,0.425,0.5,0.325,0.525,0.5,0.7,0.625,0.5,0.425,0.7,0.5,0.425,0.7,0.65,0.525,0.625,0.425,0.425,0.5,0.35,0.5,0.425,0.5,0.65,0.7,0.5,0.5,0.625,0.325,0.5,0.5	0.7,0.375,0.5,0.5,0.55,0.5,0.7,0.65,0.65,0.6,0.35,0.5,0.425,0.5,0.3,0.5,0.6,0.5,0.5,0.65,0.375,0.5,0.3,0.55,0.4,0.7,0.5,0.7,0.625,0.5,0.5,0.625
A1FZJ3S9CN8Z7T	M	25	4	11,32,27,16,14,24,31,5,8,28,9,17,12,22,20,3,19,25,10,26,15,6,18,4,13,7,30,1,23,2,29,21	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	Owen,Eric,Bob,Quinn,Barry,George,Alex,Calvin,Ethan,Robert,Daniel,Harry,Albert,Fred,Gary,Nathan,Henry,Zach,Victor,Ivan,Tom,Frank,Patrick,Jeff,David,Winston,Steve,Charles,Kenneth,Matt,Jake,Luke	duck,zebra,shark,goat,fox,penguin,wolf,bird,cow,sheep,dog,goose,elephant,owl,lion,bear,kangaroo,pig,dolphin,rabbit,frog,buffalo,horse,bee,fish,cat,whale,ant,ox,bat,tiger,monkey	loud,striped,scary,funny,sly,cold,scary,small,fat,wooly,loyal,loud,huge,wise,scary,scary,jumpy,dirty,smart,fast,slimy,big,fast,busy,scaly,independent,large,small,strong,scary,striped,funny	cute,exotic,mean,hungry,smart,cute,mean,graceful,lazy,fluffy,friendly,mean,smart,quiet,strong,big,bouncy,fat,friendly,furry,noisy,strong,strong,small,wet,lazy,graceful,strong,big,blind,fierce,smart	quacking,fast,dangerous,loud,cunning,funny,angry,free,dumb,dumb,happy,annoying,heavy,nocturnal,ferocious,fierce,cute,smelly,playful,cute,jumpy,wild,beautiful,angry,smelly,soft,majestic,busy,slow,nocturnal,scary,playful	1,4,3,2,4,3,4,4,1,1,1,2,2,3,3,2,1,2,1,2,3,3,1,4,4,2,4,4,3,2,1,3	0.775,0.575,0.9,0.775,0.7,0.875,0.65,0.75,0.85,0.825,0.875,0.625,0.675,0.75,0.875,0.7,0.875,0.75,0.875,0.725,0.825,0.825,0.875,0.725,0.675,0.625,0.625,0.575,0.85,0.625,0.65,0.625	0.5,0.75,0.575,0.575,0.675,0.4,0.7,0.75,0.65,0.75,0.725,0.575,0.5,0.825,0.625,0.65,0.775,0.75,0.675,0.675,0.575,0.75,0.675,0.775,0.8,0.6,0.775,0.5,0.6,0.55,0.575,0.6	0.675,0.5,0.575,0.65,0.8,0.275,0.625,0.6,0.5,0.5,0.625,0.5,0.575,0.6,0.675,0.55,0.55,0.8,0.775,0.575,0.525,0.6,0.625,0.6,0.55,0.5,0.525,0.625,0.5,0.7,0.725,0.5
A2NOHPKYCW5FF9	M	35	4	20,12,30,22,19,23,15,14,16,4,5,1,25,17,6,10,13,28,24,29,7,18,9,8,21,11,3,27,32,2,26,31	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	Matt,Zach,Victor,Steve,Tom,Jake,Robert,George,Albert,Fred,Charles,Eric,Harry,Calvin,Patrick,Alex,Frank,David,Henry,Nathan,Kenneth,Luke,Ethan,Quinn,Bob,Ivan,Winston,Daniel,Jeff,Owen,Barry,Gary	lion,elephant,whale,owl,kangaroo,ox,frog,fox,goat,bee,bird,ant,pig,goose,buffalo,dolphin,fish,sheep,penguin,tiger,cat,horse,dog,cow,monkey,duck,bear,shark,zebra,bat,rabbit,wolf	scary,huge,large,wise,jumpy,strong,slimy,sly,funny,busy,small,small,dirty,loud,big,smart,scaly,wooly,cold,striped,independent,fast,loyal,fat,funny,loud,scary,scary,striped,scary,fast,scary	strong,smart,graceful,quiet,bouncy,big,noisy,smart,hungry,small,graceful,strong,fat,mean,strong,friendly,wet,fluffy,cute,fierce,lazy,strong,friendly,lazy,smart,cute,big,mean,exotic,blind,furry,mean	ferocious,heavy,majestic,nocturnal,cute,slow,jumpy,cunning,loud,angry,free,busy,smelly,annoying,wild,playful,smelly,dumb,funny,scary,soft,beautiful,happy,dumb,playful,quacking,fierce,dangerous,fast,nocturnal,cute,angry	1,3,4,1,2,4,3,4,4,2,4,4,2,3,1,2,1,4,1,2,3,1,2,3,4,3,1,3,3,2,2,1	0.825,0.775,0.9,0.95,1,0.975,0.9,0.925,0.9,0.85,0.9,0.875,0.95,0.925,1,0.7,0.9,0.8,1,1,0.975,1,0.925,0.975,0.875,1,0.975,1,0.975,0.625,0.75,0.975	0.275,0.6,0.15,0.95,0.9,0.95,0.125,0.725,0.575,0.825,0.8,0.6,0.95,0.65,0.725,0.825,0.725,0.875,0.35,0.85,0.175,0.325,0.9,0.9,0.575,0,0.75,0.625,0.7,0.775,0.725,0.65	0.05,0.925,0.1,0.625,0.575,0.95,0.025,0.825,0.8,0.65,0.825,0.7,0.95,0.975,0.575,0.75,0.7,0.6,0.275,0.8,0.5,0.4,0.75,0.575,0.85,0.6,0.75,0.7,0.65,0.675,0.675,0.675
AO7FM98CP90CL	F	35	4	14,10,12,8,4,2,23,28,20,30,3,5,21,24,16,7,1,6,13,29,9,27,32,18,11,17,31,26,15,22,19,25	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	Quinn,Ethan,Luke,Barry,Harry,George,Zach,Ivan,Matt,Robert,Frank,Kenneth,Owen,Jeff,Jake,Steve,Victor,Gary,Alex,Charles,Tom,Daniel,Winston,Patrick,Albert,Nathan,Eric,Calvin,Bob,Henry,David,Fred	fox,dolphin,elephant,cow,bee,bat,ox,sheep,lion,whale,bear,bird,monkey,penguin,goat,cat,ant,buffalo,fish,tiger,dog,shark,zebra,horse,duck,goose,wolf,rabbit,frog,owl,kangaroo,pig	sly,smart,huge,fat,busy,scary,strong,wooly,scary,large,scary,small,funny,cold,funny,independent,small,big,scaly,striped,loyal,scary,striped,fast,loud,loud,scary,fast,slimy,wise,jumpy,dirty	smart,friendly,smart,lazy,small,blind,big,fluffy,strong,graceful,big,graceful,smart,cute,hungry,lazy,strong,strong,wet,fierce,friendly,mean,exotic,strong,cute,mean,mean,furry,noisy,quiet,bouncy,fat	cunning,playful,heavy,dumb,angry,nocturnal,slow,dumb,ferocious,majestic,fierce,free,playful,funny,loud,soft,busy,wild,smelly,scary,happy,dangerous,fast,beautiful,quacking,annoying,angry,cute,jumpy,nocturnal,cute,smelly	4,4,2,1,2,1,2,1,1,4,4,2,1,3,1,3,3,3,3,4,4,3,4,2,1,2,4,1,2,3,3,2	0.5,0.35,0.425,0.55,0.6,0.7,0.625,0.675,0.75,0.675,0.6,0.5,0.75,0.7,0.775,0.65,0.75,0.7,0.65,0.5,0.5,0.725,0.625,0.6,0.625,0.525,0.6,0.625,0.525,0.675,0.675,0.5	0.5,0.35,0.425,0.5,0.375,0.2,0.625,0.275,0.525,0.2,0.75,0.625,0.5,0.325,0.225,0.25,0.4,0.575,0.4,0.5,0.4,0.6,0.5,0.5,0.375,0.375,0.525,0.425,0.45,0.5,0.5,0.5	0.5,0.2,0.4,0.275,0.35,0.175,0.4,0.3,0.325,0.175,0.525,0.425,0.625,0.175,0.5,0.225,0.375,0.4,0.3,0.5,0.45,0.575,0.5,0.425,0.3,0.5,0.425,0.4,0.7,0.375,0.375,0.5
A70AS0KVKADBY	F	35	4	15,1,8,17,6,27,4,20,2,22,29,30,14,21,23,26,10,12,18,11,7,5,24,28,3,32,31,13,16,9,25,19	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	Daniel,Kenneth,Patrick,George,Owen,Robert,Jeff,Ivan,Zach,Alex,Frank,Ethan,Quinn,Charles,Henry,David,Calvin,Eric,Fred,Winston,Steve,Bob,Luke,Harry,Jake,Victor,Tom,Barry,Matt,Nathan,Gary,Albert	frog,ant,cow,goose,buffalo,shark,bee,lion,bat,owl,tiger,whale,fox,monkey,ox,rabbit,dolphin,elephant,horse,duck,cat,bird,penguin,sheep,bear,zebra,wolf,fish,goat,dog,pig,kangaroo	slimy,small,fat,loud,big,scary,busy,scary,scary,wise,striped,large,sly,funny,strong,fast,smart,huge,fast,loud,independent,small,cold,wooly,scary,striped,scary,scaly,funny,loyal,dirty,jumpy	noisy,strong,lazy,mean,strong,mean,small,strong,blind,quiet,fierce,graceful,smart,smart,big,furry,friendly,smart,strong,cute,lazy,graceful,cute,fluffy,big,exotic,mean,wet,hungry,friendly,fat,bouncy	jumpy,busy,dumb,annoying,wild,dangerous,angry,ferocious,nocturnal,nocturnal,scary,majestic,cunning,playful,slow,cute,playful,heavy,beautiful,quacking,soft,free,funny,dumb,fierce,fast,angry,smelly,loud,happy,smelly,cute	2,3,4,2,4,4,4,1,1,2,4,3,3,3,2,1,1,1,3,4,1,4,2,2,2,2,3,3,1,4,3,1	0.7,0.825,0.8,0.65,0.775,0.6,0.75,0.75,0.7,0.7,0.55,0.725,0.8,0.775,0.65,0.75,0.8,0.775,0.8,0.775,0.775,0.75,0.425,0.475,0.575,0.425,0.8,0.8,0.85,0.775,0.825,0.825	0.575,0.5,0.55,0.5,0.675,0.675,0.5,0.55,0.5,0.55,0.7,0.5,0.5,0.5,0.675,0.5,0.5,0.5,0.5,0.5,0.425,0.5,0.575,0.575,0.7,0.55,0.55,0.375,0.5,0.575,0.5,0.5	0.75,0.5,0.45,0.7,0.575,0.5,0.5,0.5,0.5,0.5,0.525,0.5,0.55,0.625,0.5,0.5,0.5,0.675,0.5,0.5,0.5,0.5,0.55,0.6,0.55,0.675,0.55,0.5,0.55,0.55,0.675,0.5
A106IJZWGEH73H	F	35	4	13,26,11,22,31,3,8,12,23,25,1,17,9,21,20,27,32,15,4,24,18,10,28,6,7,16,14,30,19,29,2,5	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	Albert,Charles,Gary,Henry,Daniel,George,Robert,Winston,Calvin,Alex,Quinn,Patrick,Zach,Ethan,Jeff,Frank,Bob,Matt,Nathan,Ivan,Harry,Steve,Fred,Tom,Kenneth,Jake,Victor,Owen,Barry,David,Eric,Luke	fish,rabbit,duck,owl,wolf,bear,cow,elephant,ox,pig,ant,goose,dog,monkey,lion,shark,zebra,frog,bee,penguin,horse,dolphin,sheep,buffalo,cat,goat,fox,whale,kangaroo,tiger,bat,bird	scaly,fast,loud,wise,scary,scary,fat,huge,strong,dirty,small,loud,loyal,funny,scary,scary,striped,slimy,busy,cold,fast,smart,wooly,big,independent,funny,sly,large,jumpy,striped,scary,small	wet,furry,cute,quiet,mean,big,lazy,smart,big,fat,strong,mean,friendly,smart,strong,mean,exotic,noisy,small,cute,strong,friendly,fluffy,strong,lazy,hungry,smart,graceful,bouncy,fierce,blind,graceful	smelly,cute,quacking,nocturnal,angry,fierce,dumb,heavy,slow,smelly,busy,annoying,happy,playful,ferocious,dangerous,fast,jumpy,angry,funny,beautiful,playful,dumb,wild,soft,loud,cunning,majestic,cute,scary,nocturnal,free	3,4,3,4,2,4,1,2,2,4,3,3,4,3,1,4,3,1,3,4,2,1,3,2,2,1,1,1,1,4,2,2	1,0.7,1,0.7,0.575,0.7,1,0.775,0.825,0.75,0.775,0.975,0.1,0.975,0.975,0.6,1,1,1,0.675,0.575,0.975,0.975,0.7,0.55,0.975,0.975,1,0.975,0.3,0.3,0.5	0.575,0.4,0.5,0.3,0.675,0.8,0.5,0.225,0.6,0.725,0.05,0.575,0.075,0.5,0.5,0.65,0.55,0.5,0.5,0.3,0.625,0.25,0.6,0.8,1,0.5,0.575,0.275,0.725,0.725,0.275,0.5	0.175,0.5,0.55,0.5,0.625,0.75,0.325,0.725,0.3,0.625,0.5,0.725,0.05,0.6,0.725,0.6,0.5,0.05,0.5,0.15,0.5,0.2,0.4,0.275,0.425,0.625,0.575,0.3,0.5,0.6,0.3,0.575
A1GF29TP5AVQ49	F	65	6	5,14,28,20,27,8,10,1,24,13,9,18,6,19,2,12,29,21,11,15,3,25,17,7,31,16,23,30,22,32,26,4	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	Patrick,Jeff,Harry,Zach,Nathan,David,Ethan,Albert,Frank,Calvin,Luke,Daniel,Barry,Robert,Gary,Tom,Victor,Ivan,Matt,Eric,Winston,Charles,Steve,Quinn,Fred,George,Alex,Henry,Bob,Jake,Kenneth,Owen	bird,fox,sheep,lion,shark,cow,dolphin,ant,penguin,fish,dog,horse,buffalo,kangaroo,bat,elephant,tiger,monkey,duck,frog,bear,pig,goose,cat,wolf,goat,ox,whale,owl,zebra,rabbit,bee	small,sly,wooly,scary,scary,fat,smart,small,cold,scaly,loyal,fast,big,jumpy,scary,huge,striped,funny,loud,slimy,scary,dirty,loud,independent,scary,funny,strong,large,wise,striped,fast,busy	graceful,smart,fluffy,strong,mean,lazy,friendly,strong,cute,wet,friendly,strong,strong,bouncy,blind,smart,fierce,smart,cute,noisy,big,fat,mean,lazy,mean,hungry,big,graceful,quiet,exotic,furry,small	free,cunning,dumb,ferocious,dangerous,dumb,playful,busy,funny,smelly,happy,beautiful,wild,cute,nocturnal,heavy,scary,playful,quacking,jumpy,fierce,smelly,annoying,soft,angry,loud,slow,majestic,nocturnal,fast,cute,angry	3,1,4,2,3,4,2,4,3,2,2,3,1,3,3,3,4,2,1,4,2,1,1,4,1,1,2,4,3,1,4,2	0.875,0.925,0.825,0.8,0.95,0.925,0.9,0.925,0.9,0.9,0.5,0.9,0.9,0.875,0.875,0.825,0.5,0.875,0.875,0.9,0.5,0.875,0.875,0.9,0.85,0.85,0.875,0.85,0.9,0.825,0.85,0.825	0.5,0.9,0.5,0.95,0.7,0.5,0.925,0.35,0.25,0.875,0.5,0.825,0.85,0.85,0.2,0.5,0.9,0.875,0.5,0.375,0.875,0.5,0.5,0.5,0.5,0.2,0.875,0.275,0.5,0.5,0.5,0.5	0.5,0.9,0.3,0.95,0.5,0.5,0.925,0.325,0.2,0.875,0.5,0.525,0.5,0.5,0.5,0.825,0.5,0.875,0.5,0.825,0.875,0.825,0.8,0.5,0.5,0.275,0.325,0.275,0.2,0.5,0.5,0.5
AA1YPIN62UX25	F	35	6	19,13,27,23,14,29,8,30,18,22,2,15,32,20,24,5,9,16,12,26,11,7,10,6,17,31,21,3,28,1,4,25	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	Zach,Nathan,Daniel,Winston,Patrick,Kenneth,David,Barry,Matt,Robert,Tom,Victor,George,Eric,Jake,Harry,Fred,Bob,Calvin,Ethan,Gary,Albert,Ivan,Quinn,Henry,Alex,Owen,Steve,Luke,Frank,Jeff,Charles	kangaroo,fish,shark,ox,fox,tiger,cow,whale,horse,owl,bat,frog,zebra,lion,penguin,bird,dog,goat,elephant,rabbit,duck,cat,dolphin,buffalo,goose,wolf,monkey,bear,sheep,ant,bee,pig	jumpy,scaly,scary,strong,sly,striped,fat,large,fast,wise,scary,slimy,striped,scary,cold,small,loyal,funny,huge,fast,loud,independent,smart,big,loud,scary,funny,scary,wooly,small,busy,dirty	bouncy,wet,mean,big,smart,fierce,lazy,graceful,strong,quiet,blind,noisy,exotic,strong,cute,graceful,friendly,hungry,smart,furry,cute,lazy,friendly,strong,mean,mean,smart,big,fluffy,strong,small,fat	cute,smelly,dangerous,slow,cunning,scary,dumb,majestic,beautiful,nocturnal,nocturnal,jumpy,fast,ferocious,funny,free,happy,loud,heavy,cute,quacking,soft,playful,wild,annoying,angry,playful,fierce,dumb,busy,angry,smelly	1,3,3,4,3,1,3,4,1,2,2,4,1,2,3,4,1,3,4,4,2,2,2,1,4,2,4,3,2,1,3,1	0.7,0.675,0.65,0.85,0.7,0.075,0.775,0.875,0.7,0.625,0.425,0.525,0.075,0.6,0.675,0.6,0.7,0.775,0.825,0.725,0.525,0.625,0.7,0.825,0.475,0.6,0.75,0.825,0.075,0.825,0.8,0.8	0.7,0.275,0.725,0.6,0.65,0.45,0.4,0.3,0.55,0.475,0.4,0.4,0.625,0.65,0.35,0.55,0.55,0.45,0.45,0.05,0.475,0.575,0.7,0.6,0.475,0.525,0.6,0.55,0.575,0.4,0.525,0.55	0.475,0.425,0.525,0.375,0.8,0.45,0.3,0.45,0.525,0.475,0.475,0.475,0.475,0.6,0.25,0.525,0.575,0.625,0.825,0.55,0.475,0.275,0.725,0.55,0.525,0.525,0.75,0.525,0.525,0.45,0.475,0.775
A3QSJY1FFN0N6V	F	35	10	10,28,5,12,24,32,8,13,27,29,2,11,18,20,14,21,4,6,7,30,26,23,16,1,22,17,25,3,19,31,9,15	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	Daniel,Eric,Ethan,Quinn,Robert,Owen,Luke,Frank,Jeff,Ivan,Charles,Barry,Gary,Calvin,Fred,Tom,Matt,Harry,Henry,Victor,David,George,Bob,Kenneth,Steve,Zach,Winston,Patrick,Alex,Jake,Nathan,Albert	dolphin,sheep,bird,elephant,penguin,zebra,cow,fish,shark,tiger,bat,duck,horse,lion,fox,monkey,bee,buffalo,cat,whale,rabbit,ox,goat,ant,owl,goose,pig,bear,kangaroo,wolf,dog,frog	smart,wooly,small,huge,cold,striped,fat,scaly,scary,striped,scary,loud,fast,scary,sly,funny,busy,big,independent,large,fast,strong,funny,small,wise,loud,dirty,scary,jumpy,scary,loyal,slimy	friendly,fluffy,graceful,smart,cute,exotic,lazy,wet,mean,fierce,blind,cute,strong,strong,smart,smart,small,strong,lazy,graceful,furry,big,hungry,strong,quiet,mean,fat,big,bouncy,mean,friendly,noisy	playful,dumb,free,heavy,funny,fast,dumb,smelly,dangerous,scary,nocturnal,quacking,beautiful,ferocious,cunning,playful,angry,wild,soft,majestic,cute,slow,loud,busy,nocturnal,annoying,smelly,fierce,cute,angry,happy,jumpy	1,3,4,1,1,1,4,3,4,1,1,2,3,4,1,2,2,4,3,3,2,3,4,3,1,2,2,4,2,2,4,3	0.725,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.925,0.95,0.975,0.5,0.975,0.95,0.975,0.5,0.7,0.975,0.95,0.975,0.975,0.975,0.5,0.975,0.975,0.5,0.7,0.95,0.5,0.95,0.275,0.95	0.5,0.725,0.5,0.5,0.5,0.725,0.5,0.5,0.725,0.5,0.5,0.5,0.5,0.5,0.725,0.5,0.5,0.7,0.3,0.5,0.5,0.725,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.725,0.3,0.5	0.5,0.5,0.5,0.725,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.725,0.725,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.725,0.5,0.5
A26T7UJMVJPF96	F	35	4	9,14,1,25,4,15,28,12,17,8,6,19,18,13,32,10,21,3,26,24,16,20,27,31,7,5,11,30,22,29,23,2	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	Jake,Fred,Eric,Albert,Owen,Zach,Steve,Calvin,Charles,David,Winston,Robert,Jeff,Matt,Alex,Nathan,Barry,Ivan,Daniel,Luke,Tom,Victor,Patrick,George,Ethan,Gary,Bob,Kenneth,Henry,Frank,Quinn,Harry	dog,fox,ant,pig,bee,frog,sheep,elephant,goose,cow,buffalo,kangaroo,horse,fish,zebra,dolphin,monkey,bear,rabbit,penguin,goat,lion,shark,wolf,cat,bird,duck,whale,owl,tiger,ox,bat	loyal,sly,small,dirty,busy,slimy,wooly,huge,loud,fat,big,jumpy,fast,scaly,striped,smart,funny,scary,fast,cold,funny,scary,scary,scary,independent,small,loud,large,wise,striped,strong,scary	friendly,smart,strong,fat,small,noisy,fluffy,smart,mean,lazy,strong,bouncy,strong,wet,exotic,friendly,smart,big,furry,cute,hungry,strong,mean,mean,lazy,graceful,cute,graceful,quiet,fierce,big,blind	happy,cunning,busy,smelly,angry,jumpy,dumb,heavy,annoying,dumb,wild,cute,beautiful,smelly,fast,playful,playful,fierce,cute,funny,loud,ferocious,dangerous,angry,soft,free,quacking,majestic,nocturnal,scary,slow,nocturnal	3,3,4,2,2,4,4,3,1,3,2,4,1,2,3,1,2,3,1,1,4,2,3,4,1,1,2,2,4,3,1,4	0.9,0.925,0.95,0.65,0.85,0.625,0.725,0.925,0.925,0.925,0.85,0.725,0.9,0.125,0.925,0.925,0.625,0.95,0.9,0.925,0.375,0.4,0.9,0.675,0.9,0.925,0.7,0.925,0.925,0.925,0.925,0.6	0.675,0.7,0.6,0.85,0.55,0.3,0.675,0.55,0.4,0.625,0.925,0.8,0.45,0.4,0.6,0.55,0.65,0.575,0.075,0.425,0.575,0.875,0.725,0.65,0.275,0.5,0.625,0.225,0.625,0.325,0.65,0.8	0.725,0.875,0.5,0.575,0.225,0.65,0.575,0.85,0.55,0.425,0.325,0.55,0.5,0.6,0.5,0.5,0.825,0.8,0.5,0.15,0.575,0.8,0.75,0.4,0.5,0.5,0.625,0.275,0.75,0.325,0.425,0.825
A1KBDB4QJKCOF9	F	35	4	28,19,9,7,27,14,32,22,10,15,8,21,25,12,30,5,3,4,6,17,20,18,1,13,29,31,26,24,16,23,11,2	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	Harry,Winston,Ivan,Frank,David,Ethan,Gary,Nathan,Robert,Calvin,George,Eric,Alex,Victor,Fred,Jake,Patrick,Daniel,Albert,Zach,Quinn,Steve,Charles,Barry,Owen,Matt,Bob,Henry,Jeff,Tom,Kenneth,Luke	sheep,kangaroo,dog,cat,shark,fox,zebra,owl,dolphin,frog,cow,monkey,pig,elephant,whale,bird,bear,bee,buffalo,goose,lion,horse,ant,fish,tiger,wolf,rabbit,penguin,goat,ox,duck,bat	wooly,jumpy,loyal,independent,scary,sly,striped,wise,smart,slimy,fat,funny,dirty,huge,large,small,scary,busy,big,loud,scary,fast,small,scaly,striped,scary,fast,cold,funny,strong,loud,scary	fluffy,bouncy,friendly,lazy,mean,smart,exotic,quiet,friendly,noisy,lazy,smart,fat,smart,graceful,graceful,big,small,strong,mean,strong,strong,strong,wet,fierce,mean,furry,cute,hungry,big,cute,blind	dumb,cute,happy,soft,dangerous,cunning,fast,nocturnal,playful,jumpy,dumb,playful,smelly,heavy,majestic,free,fierce,angry,wild,annoying,ferocious,beautiful,busy,smelly,scary,angry,cute,funny,loud,slow,quacking,nocturnal	1,3,1,2,2,2,4,4,2,1,1,1,4,4,3,3,2,1,3,4,4,1,3,3,4,2,2,1,3,4,3,2	0.275,1,1,0.65,0.725,0.725,0.3,0.775,0.775,0.475,0.825,0.825,0.75,0.8,0.75,0.85,0.775,0.75,0.775,0.725,0.725,0.925,0.925,0.975,0.925,0.7,0.975,0.95,0.975,1,1,0.425	0.275,0.5,0.7,0.7,0.7,0.775,0.725,0.75,0.8,0.45,0.825,0.5,0.475,0.625,0.3,0.65,0.8,0.475,0.775,0.425,0.7,0.7,0.35,0.575,0.8,0.6,0.725,0.475,0.475,0.55,0.45,0.8	0.725,0.5,0.7,0.7,0.7,0.8,0.725,0.775,0.825,0.3,0.35,0.65,0.6,0.8,0.3,0.625,0.8,0.475,0.525,0.675,0.7,0.7,0.475,0.425,0.8,0.4,0.7,0.45,0.675,0.55,0.25,0.8
